0;1;2;3;filename;category
137;4;When left-wing SLA terrorists kidnapped Patty Hearst in Berkeley and gave a list of demands that included free distribution of food to the poor, Reagan suggested that it would be a good time for an outbreak of botulism.;;nr_5;Miscellaneous Trivia
138;2;Hodgkin and Huxley shared the prize that year with John Carew Eccles, who was cited for research on synapses.;;nr_5;Miscellaneous Trivia
138;3;Hodgkin and Huxley's findings led the pair to hypothesize ion channels, which were confirmed only decades later.;;nr_5;Miscellaneous Trivia
141;2;He was named a first team All-American in his junior and senior seasons.;;nr_5;Personal Life & Relationships
819;2;In 1986, Schwarzenegger married TV journalist Maria Shriver, niece of the late President of the United States John F. Kennedy.;CONTROL;nr_5;Personal Life & Relationships
141;3;Klaas finished his career at Washington having played in 69 games, scoring ten goals and 21 assists.;;nr_5;Career & Professional Life
141;4;He was drafted by the San Jose Earthquakes in the third round of the 2005 MLS SuperDraft, but opted to not show up for camp, instead signing with the nearby Sounders.;;nr_5;Miscellaneous Trivia
142;2;While enjoying popular but little critical success during his own lifetime, Kerouac is now considered one of America's most important authors.;;nr_5;Career & Professional Life
142;3;Kerouac's spontaneous, confessional language style inspired other writers, including Tom Robbins, Richard Brautigan, Hunter S. Thompson, Ken Kesey, and Bob Dylan.;;nr_5;Personal Life & Relationships
143;3;He started writing his first novel, called The Town and the City.;;nr_5;Miscellaneous Trivia
143;4;It was published in 1950 and earned him some respect as a writer.;;nr_5;Miscellaneous Trivia
144;2;His parents, Leo-Alcide Kerouac and Gabrielle-Ange Lévesque, were natives of the province of Quebec in Canada.;;nr_5;Birth & Family Background
144;3;Like many other Quebecers of their generation, the Lévesques and Kerouacs were part of the Quebec emigration to New England to find employment.;;nr_5;Miscellaneous Trivia
144;4;Jack didn't start to learn English until the age of six.;CONTROL;nr_5;Miscellaneous Trivia
144;5;At home, he and his family spoke Quebec French.;;nr_5;Birth & Family Background
809;1;That year, he also married Rose Fitzgerald, the daughter of John F. Fitzgerald, the Democrat mayor of Boston and probably the most recognized politician in the city.;;nr_5;Personal Life & Relationships
144;6;At an early age, he was profoundly marked by the death of his elder brother Gérard, later prompting him to write the book Visions of Gerard.;;nr_5;Personal Life & Relationships
145;2;He also played for the New Haven Eagles and Bronx Tigers of the Canadian-American Hockey League.;;nr_5;Career & Professional Life
149;3;Besides his film roles, he appeared on the television screen often later is his career.;;nr_5;Career & Professional Life
149;4;For his contribution to the television industry, J. Carrol Naish has a star on the Hollywood Walk of Fame at 6145 Hollywood Blvd.;;nr_5;Miscellaneous Trivia
150;1;While Franklin was finding himself in London, Deborah married a man named John Rodgers.;;nr_5;Personal Life & Relationships
150;2;This proved to be an regrettable decision.;;nr_5;Miscellaneous Trivia
150;4;With Rodgers' fate unknown, and bigamy an offense punishable by public whipping and imprisonment, Deborah was not free to remarry.;;nr_5;Personal Life & Relationships
152;2;When he first arrived he worked in several printer shops around town.;;nr_5;Miscellaneous Trivia
152;3;However, he was not satisfied by the immediate prospects.;;nr_5;Miscellaneous Trivia
933;3;His wife is Barbara Bush.;;nr_5;Personal Life & Relationships
697;1;Two weeks later she married Michael Jackson on May 18, 1994.;CONTROL;nr_5;Personal Life & Relationships
959;2;She was First Lady of the United States from 1993 to 2001, as the wife of President Bill Clinton.;CONTROL;nr_5;Personal Life & Relationships
152;6;Following this he returned to Philadelphia in 1726 with the help of a merchant named Thomas Denham, who gave Franklin a position as clerk, shopkeeper and bookkeeper in Denham's merchant business.;;nr_5;Miscellaneous Trivia
154;2;The cgs unit of electric charge has been named after him: one franklin (Fr) is equal to one statcoulomb.;;nr_5;Miscellaneous Trivia
155;2;His mother, Abiah Folger, was born in Nantucket, Massachusetts on August 15, 1667, to Peter Folger, a miller and schoolteacher, and his wife Mary Morrill a former indentured servant.;;nr_5;Birth & Family Background
156;1;"Sometime during the second half of 1683, the Franklins left England for Boston, Massachusetts; and while in Boston, they had several more children, including: Josiah Jr. (August 23, 1685), Ann (January 5, 1687), Joseph (February 5, 1688), and Joseph (June 30, 1689) (the first Joseph having died soon after birth).";;nr_5;Birth & Family Background
158;3;While the identity of William's mother remains unknown, perhaps the responsibility of an infant child gave Franklin a reason to take up residence with Deborah Read.;;nr_5;Personal Life & Relationships
159;2;His father, Josiah Franklin, was a tallow chandler, a maker of candles, who married twice.;;nr_5;Personal Life & Relationships
159;4;His schooling ended at ten and at 12 he became an apprentice to his brother James, a printer who published the New England Courant.;;nr_5;Personal Life & Relationships
159;5;While a printing apprentice he wrote under the pseudonym of 'Silence Dogood' who was ostensibly a middle-aged widow.;;nr_5;Personal Life & Relationships
159;6;His brother and the Courant's readers did not initially know the real author.;;nr_5;Personal Life & Relationships
159;7;His brother was not impressed when he discovered his popular correspondent was his younger brother.;;nr_5;Personal Life & Relationships
159;8;He left his apprenticeship without permission and in so doing became a fugitive.;;nr_5;Miscellaneous Trivia
163;5;He entered the U.S. Army as a private in 1941, was commissioned, and served in the Pacific theater.;CONTROL;nr_5;Military Service
163;6;At the end of the war he was a captain on General Douglas MacArthur's intelligence staff.;;nr_5;Military Service
163;7;Early in life, he developed an interest in politics and history, and, during the war years, a special admiration for Winston Churchill, whom he would later cite as an important influence.;;nr_5;Political & Controversy
164;2;After he left the Pentagon, he became publisher and chairman of Forbes magazine, where over the next decade he wrote frequently on defense and national security issues.;;nr_5;Career & Professional Life
164;3;"In 1990, he wrote Fighting for Peace, an account of his Pentagon years; in 1996, Weinberger co-authored a book entitled The Next War, which raised questions about the adequacy of U.S. military capabilities following the end of the Cold War.";;nr_5;Military Service
164;4;After he published his book, his colleages from the Reagan administration broke contact and refused to speak with him.;;nr_5;Miscellaneous Trivia
166;3;For the next five years, Weinberger was vice president and general counsel of the Bechtel Corporation in California.;;nr_6;Political & Controversy
168;2;In the mid to late 1930s, she made many recordings with her husband Red Norvo.;CONTROL;nr_6;Personal Life & Relationships
168;4;She was equally good on ballads and rhythm numbers.;;nr_6;Miscellaneous Trivia
168;5;She died in Poughkeepsie, New York of heart failure, which was chiefly due to her diabetes.;;nr_6;Death & Legacy
169;1;Mildred was the sister of Al Rinker, who also sang with Paul Whiteman.;CONTROL;nr_6;Personal Life & Relationships
170;2;He is the leader of the Adalet ve Kalkinma Partisi (AK Party, or Justice and Development Party).;;nr_6;Miscellaneous Trivia
171;3;Erdoğan played semi-professional football for 16 years and worked for Istanbul's municipal transport company, and became active in politics with the now-defunct Islamist National Salvation Party (Milli Selâmet Partisi), led by Necmettin Erbakan.;;nr_6;Political & Controversy
172;3;Soon after he was born, he moved to New York with his father, where he began acting and playing music.;;nr_6;Birth & Family Background
173;2;He soon recorded Desireless, and it became a hit across Scandinavia and the rest of Europe, and an American release came in 1998.;;nr_6;Career & Professional Life
175;4;In 1912, his interests developed into using his mathematical skills assisting Henry Moseley on X-ray diffraction.;;nr_6;Miscellaneous Trivia
177;2;He is currently the 46th Vice President of the United States under President George W. Bush.;;nr_6;Political & Controversy
178;3;Under President Gerald Ford, Cheney became Assistant to the President and the youngest White House Chief of Staff in history.;;nr_6;Political & Controversy
178;4;He was campaign manager for Ford's 1976 presidential campaign, while James Baker served as campaign chairman.;;nr_6;Military Service
179;2;However, a police arrest card similar to the one that haunted President George W. Bush and maintained by the Rock Springs Police Department shows that Cheney was fined $100 for his second DWI conviction.;;nr_6;Political & Controversy
179;3;At the time, it was not possible for the authorities in each area to link the two convictions which would have resulted in the second offence being viewed much more seriously.;;nr_6;Career & Professional Life
179;4;Since his second Wyoming arrest, Cheney has had no further convictions.;;nr_6;Miscellaneous Trivia
183;5;One of his first known ancestors was Ralph de Chesney, Sire of Quesnay who fought on the side of William the Conqueror in the Battle of Hastings in 1066.;CONTROL;nr_6;Miscellaneous Trivia
184;1;Cheney was elected to represent Wyoming in the U.S. House of Representatives to replace Teno Roncalio, who had resigned from Congress.;;nr_6;Miscellaneous Trivia
185;3;George W. Bush in March or April, 2005, to be General Counsel of the Department of Homeland Security.;;nr_6;Miscellaneous Trivia
185;4;The Perrys have four children.;;nr_6;Personal Life & Relationships
447;5;When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.;;nr_6;Education
731;3;He served in the United States Army in World War II, then got a law degree from Tulane University.;CONTROL;nr_6;Military Service
185;6;She currently works for the State Department's Near East Affairs Bureau.;;nr_6;Miscellaneous Trivia
185;7;Mary is one of her father's top campaign aides and closest confidantes and lives in Denver, Colorado.;;nr_6;Military Service
186;2;He decided after three semesters to take some time off from Yale, on account of difficulty with his studies.;;nr_6;Miscellaneous Trivia
187;3;She has authored or co-authored eight books and numerous articles.;CONTROL;nr_6;Career & Professional Life
187;4;She served from 1986 to 1996 as Chair of the National Endowment for the Humanities, appointed by Ronald Reagan.;;nr_6;Military Service
187;5;She was at one time a co-host on CNN's Crossfire.;;nr_6;Career & Professional Life
1043;2;After studying at the Louisiana State University he joined the Monroe Police Department.;;nr_6;Education
187;6;She is now a public speaker and author, and a senior fellow at the American Enterprise Institute.;;nr_6;Career & Professional Life
189;2;He received his bachelor's degree in 1965 and master's degree in political science in 1966 both from the University of Wyoming.;;nr_6;Education
190;2;Cheney's former chief of staff, Lewis Libby, is one of the main figures under investigation.;;nr_6;Miscellaneous Trivia
190;3;On October 28, Libby was indicted on five felony counts.;;nr_6;Miscellaneous Trivia
191;2;He was United States Secretary of Defense from 1987 until 1989.;;nr_6;Miscellaneous Trivia
192;2;He was undersecretary of Health, Education and Welfare when Weinberger was secretary during the Nixon administration.;;nr_6;Education
192;4;Carlucci was deputy defense secretary from 1981 until 1986, national security advisor from 1986 until 1987, and defense secretary in 1987, following the resignation of Weinberger, his nomination by President Ronald Reagan and his confirmation in the Senate by a vote of 91 to 1.;;nr_6;Political & Controversy
192;5;He was reportedly less hard-line in policies toward the Soviet Union than Weinberger.;;nr_6;Miscellaneous Trivia
198;3;He was a naval officer from 1952-54.;;nr_6;Miscellaneous Trivia
205;2;During his time, he also befriended another actor named Grant Heslov, a close friend and frequent collaborator with Clooney who co-wrote Good Night, and Good Luck., and is the president of Clooney and director Steven Soderbergh's production company Section 8 Entertainment.;;nr_6;Political & Controversy
206;2;After the show was cancelled, he played a handyman on the series The Facts of Life.;CONTROL;nr_6;Career & Professional Life
206;5;He made his debut as a film director in the 2002 feature Confessions of a Dangerous Mind, an adaptation of the implausible autobiography of groundbreaking TV producer Chuck Barris.;;nr_6;Miscellaneous Trivia
208;4;Lawford later admitted the most terrifying experience of his career was the first musical number he performed.;;nr_6;Miscellaneous Trivia
208;5;Lawford also made his first comedy that same year My Brother Talks To Horses (1947).;;nr_6;Personal Life & Relationships
208;6;It was in Good News (1947) that Lawford won his greatest acclaim as an actor.;CONTROL;nr_6;Career & Professional Life
208;7;He also got to dance and sing as well and held his own against the other cast.;;nr_6;Miscellaneous Trivia
209;2;He was the victim of sexual abuse several times in childhood.;;nr_6;Miscellaneous Trivia
209;3;Also as a child he severely injured his arm when he put the arm through a door's glass pane.;;nr_6;Miscellaneous Trivia
209;4;Doctors were able to save the arm, but the injury bothered him for many years.;;nr_6;Miscellaneous Trivia
209;5;The arm injury kept him from being drafted into the armed forces for the Second World War.;;nr_6;Military Service
209;7;Lawford's first major movie role was A Yank At Eton (1942).;;nr_6;Miscellaneous Trivia
209;8;He played a snobby bully opposite Mickey Rooney.;;nr_6;Career & Professional Life
209;9;The picture was a smash hit and Lawford's performance was widely praised.;;nr_6;Miscellaneous Trivia
301;1;LaWanda Page (October 19, 1920 - September 14, 2002) was an American actress, perhaps best known for her portrayal of Aunt Esther in the 1970s sitcom Sanford and Son.;;nr_7;Personal Life & Relationships
302;1;Page also acted in several episodes of other television shows, including Amen and Martin.;;nr_7;Miscellaneous Trivia
303;1;She was born in Cleveland, Ohio but grew up primarily in St. Louis, Missouri.;;nr_7;Birth & Family Background
304;1;"Page recorded several live comedy albums for the Laff Records label in the late 1960's and early 1970's; One release, Watch It Sucker!, was titled after Aunt Esther's catchphrase to cash in on her newfound TV fame.";;nr_7;Career & Professional Life
305;1;Frank J. Howard (March 25, 1909 - January 26, 1996) was an American college football player and coach.;CONTROL;nr_7;Education
305;2;He played college football for Alabama and was a teammate of legendary coach Bear Bryant.;;nr_7;Education
305;3;After a career-ending injury, Howard joined the staff at Clemson College and became head coach in 1939.;;nr_7;Personal Life & Relationships
305;7;He was inducted into the College Football Hall of Fame, the South Carolina Sports Hall of Fame, and the Clemson Ring of Honor.;;nr_7;Personal Life & Relationships
306;1;"Howard was born at Barlow Bend, Alabama (""three wagon greasin's from Mobile"").";;nr_7;Birth & Family Background
307;1;John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), often referred to as Jack Kennedy or JFK, was the 35th President of the United States.;;nr_7;Political & Controversy
308;1;John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), also known as JFK, was the 35th president of the United States of America.;;nr_7;Political & Controversy
308;3;He was the youngest president ever elected and the only Roman Catholic president.;;nr_7;Political & Controversy
309;1;Kennedy is also the only Roman Catholic ever to become President, the first president to serve who was born in the 20th century, the last to die while still in office, the last Democrat from the North to be elected, and the last to be elected while serving in the U.S. Senate.;;nr_7;Birth & Family Background
310;1;Another example of Kennedy's belief in the ability of nonmilitary power to improve the world was the creation of the Peace Corps, one of his first acts as president.;;nr_7;Military Service
312;1;Kennedy married his second wife Jacqueline Bouvier on September 12, 1953.;CONTROL;nr_7;Personal Life & Relationships
312;3;During this period, he published Profiles in Courage, highlighting eight instances in which U.S. Senators risked their careers by standing by their personal beliefs.;;nr_7;Personal Life & Relationships
312;5;The book was awarded the 1957 Pulitzer Prize for Biography.;;nr_7;Career & Professional Life
313;1;Kennedy's other decorations of the Second World War include the Purple Heart, Asiatic-Pacific Campaign Medal, and the World War II Victory Medal.;;nr_7;Military Service
314;1;In 1958, Kennedy published the first edition of his book A Nation of Immigrants, closely following his involvement in the Displaced Persons Act and the 1957 bill to bring families together.;;nr_7;Birth & Family Background
315;1;After World War II, Kennedy entered politics (partly to fill the void of his popular brother, Joseph P. Kennedy, Jr., on whom his family had pinned many of their hopes but who was killed in the war).;;nr_7;Birth & Family Background
315;2;In 1946, Representative James Michael Curley vacated his seat in an overwhelmingly Democratic district to become mayor of Boston and Kennedy ran for that seat, beating his Republican opponent by a large margin.;;nr_7;Political & Controversy
315;3;He was reelected twice, but had a mixed voting record, often diverging from President Harry S. Truman and the rest of the Democratic Party.;;nr_7;Political & Controversy
316;1;In the spring of 1941, Kennedy volunteered for the U.S. Army, but was rejected, mainly because of his troublesome back.;;nr_7;Military Service
316;2;However, the U.S. Navy accepted him in September of that year.;;nr_7;Miscellaneous Trivia
316;3;He participated in various commands in the Pacific Theater and earned the rank of lieutenant, commanding a patrol torpedo boat or PT boat.;;nr_7;Military Service
317;1;George David Birkhoff (21 March 1884 - 12 November 1944) was an American mathematician, and one of the most important leaders in mathematics in the USA in his generation.;;nr_7;Miscellaneous Trivia
317;2;He was born in Overisel, Michigan.;;nr_7;Birth & Family Background
318;1;In 1923 he was awarded the inaugural Bôcher Memorial Prize by the American Mathematical Society.;;nr_7;Career & Professional Life
319;1;The mathematician Garrett Birkhoff (1911-1996) was his son.;CONTROL;nr_7;Personal Life & Relationships
320;1;Webster English Young (December 3, 1932 - December 13, 2003) was an American jazz trumpeter and cornetist.;;nr_7;Miscellaneous Trivia
321;1;He was noted for his lyrical playing, and performed with John Coltrane, Dexter Gordon, Hampton Hawes, Jackie McLean, and Ike and Tina Turner, among others.;;nr_7;Miscellaneous Trivia
321;2;"He later became an educator, teaching music theory at the University of the District of Columbia; he was also director of the District of Columbia Music Center jazz workshop band.";;nr_7;Education
322;1;"John Ellis ""Jeb"" Bush (born February 11, 1953), a Republican, is the forty-third and current Governor of Florida.";CONTROL;nr_7;Birth & Family Background
322;2;He is a prominent member of the Bush family, the younger brother of President George W. Bush and the second son of former President George H. W. Bush and Barbara Bush.;;nr_7;Birth & Family Background
323;1;After earning his degree, Bush went to work in an entry level position in the international division of Texas Commerce Bank, which was run by Ben Love.;;nr_7;Education
324;1;Following the 1980 presidential election, Bush and his family moved to Miami-Dade County, Florida.;;nr_7;Birth & Family Background
324;2;He took a job in real estate with Armando Codina, a 32-year-old Cuban immigrant and self-made American millionaire.;CONTROL;nr_7;Miscellaneous Trivia
325;1;Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.;;nr_7;Education
325;2;[4] Situated in Liberty City, Dade County, the school is located just outside of greater Miami, in an area plagued by poverty.;;nr_7;Education
325;3;The co-founder, working alongside Bush as a partner, was T. Williard Fair, a well-known local black activist and head of the Greater Miami Urban League.;;nr_7;Miscellaneous Trivia
326;2;Governor Buddy MacKay (55% to 45%) to become governor, after courting moderate voters and Hispanics.;;nr_7;Miscellaneous Trivia
327;1;He then enrolled at Phillips Andover, a private boarding school in Massachusetts already attended by his brother George.;;nr_7;Personal Life & Relationships
328;2;At the urging of his wife, Columba, a devout Mexican Catholic, the Protestant Bush became a Roman Catholic.;;nr_7;Personal Life & Relationships
329;1;Bush attended the University of Texas at Austin, where he graduated Phi Beta Kappa with a Bachelor's degree in Latin American Studies in 1973, taking only two and a half years to complete his work, and obtaining generally excellent grades.;;nr_7;Education
330;2;He regularly delivers speeches in both English and Spanish due to the large number of Spanish speaking residents of Florida.;;nr_7;Miscellaneous Trivia
331;2;"Their three children, now grown, are George P. (recently married), John E. ""Jeb"" Bush Jr. and Noelle.";;nr_7;Personal Life & Relationships
332;1;In November 1977 he was sent to the Venezuelan capital of Caracas, in South America, to open a new operation for the bank.;;nr_7;Miscellaneous Trivia
333;1;When Bush was six years old, the family moved to Houston, Texas.;CONTROL;nr_7;Birth & Family Background
333;5;Bush stayed in Houston with another family to finish the school year, and spent most summers and holidays at the family estate, known as the Bush Compound.;;nr_7;Birth & Family Background
335;1;When Bush was seventeen, he went to Leon, Mexico, as part of his school's student exchange program.;;nr_7;Education
335;3;While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married.;;nr_7;Personal Life & Relationships
336;1;Jeb Bush was born in Midland, Texas, where his father was running an oil drilling company.;CONTROL;nr_7;Birth & Family Background
